Song ID,Title,Artist,Duration,Release Year,Tempo,Key,Mode,Energy Level,Danceability,Acousticness,Liveness,Valence,Speechiness,Streaming Count,Chart Position,Popularity Score,Genre_Country,Genre_EDM,Genre_Hip-Hop,Genre_Jazz,Genre_Pop,Genre_Rock
8105c7c5,Speech bring.,Jonathan Berry,-0.5446343703343963,0.8108579270671016,1.1355076580413157,8,1.0,0.45174409573084784,1.140413837185238,0.15071895372257532,-0.6426866631317404,-1.3900035951150993,-0.7652410454728429,0.22282284398233435,-0.4306256142097,1.1364515435402953,False,False,False,False,False,False
eb9c8b64,Kid very character.,Sherri Tucker,1.1082246058502112,-0.9414872984217184,1.6747698561849942,2,0.0,-0.33013823027769806,0.24720832451928107,1.1863965738941298,-0.5098399531588739,1.361459126013321,-1.442810105699443,-1.2298704712055768,-1.4005477055117135,-0.38927535454044426,True,False,False,False,False,False
3f5ee490,Relationship like serious.,Ryan White,-0.671777368502443,0.9701620384751632,-0.3538831749269402,9,1.0,-1.3330749353078626,-1.2376144374487184,-1.2827620950969694,-0.10365988195059048,0.6489699670998565,0.7362618271274756,1.2624809132151598,0.6778567758497437,0.04664661633976695,False,False,False,False,True,False
77513b22,Situation direction.,Jack Brown,1.6167965985223978,-0.8618352427176758,1.70044900847755,1,0.0,-1.2106280490312882,-1.3522938540714828,0.3800131709234752,1.426097063694908,-0.7007752488263065,-0.7791222692324451,-0.26884169033098,-0.7770263611032763,-1.5102175653752736,False,False,True,False,False,False
fb7f4ed1,Material institution.,Andrea Day,-0.37125755465069604,-0.7025311313096142,-0.7133913070227261,5,1.0,-0.6611204546466741,-0.016735347455901533,0.8384977059257872,0.8168455493478809,1.0906166794623464,-0.9148451470790999,-0.1738170269167326,-0.5691859129671305,1.4789616635176042,False,False,False,False,False,False
a468557b,Plan generation service.,Lisa Fuentes,1.4434197828386979,-1.0211393541257612,-0.918824525363175,10,1.0,0.020873395927218617,-1.2030875540134982,-0.042560190499716544,-1.3365151489787888,-1.10974706448202,-0.678133970206502,-0.09744659660304429,-0.39598553952034254,-1.0431583108607614,True,False,False,False,False,False
789255c3,Standard east.,Brenda Gonzalez,-1.5386614469209432,-1.10079140982978,0.39594807201569865,3,1.0,-1.1135581194170012,0.5284612198579358,-0.36081002053528954,0.8392727906138513,-0.7732477726117757,1.7222119040915613,0.2130242840864223,0.8510571492965321,0.7005295726600842,False,False,False,False,False,False
7753754b,Relate Republican star.,Michael Hicks,0.9348477901665107,-0.14496674138133922,-0.9701828299482874,10,0.0,0.7505351522965704,-1.1568519152446974,1.1533336983536513,-1.170555121608133,1.5162088340435471,0.47047703045688205,1.4742776841601606,0.08897550613066418,1.354412528980401,False,True,False,False,False,False
6cdf41ac,Third baby specific.,Michael Evans,-0.30190682837721605,-1.10079140982978,-0.3025248703418279,6,1.0,-1.1566926339253691,0.2767637310141479,1.3094032918277414,0.0920266013688607,-0.9935196684330089,0.12663230695578595,-0.2641238651959113,0.43537625302424043,-0.7317854745177533,False,False,False,False,True,False
911885e1,Far choice.,Timothy Holmes,0.10263907488475023,1.6870305398114998,-1.1499368959961804,0,0.0,0.024284206317447293,-1.4260147023282554,1.300048771833416,-1.2729156723971689,1.7264674947309047,-0.03581347596157935,-0.3879947563411139,-1.6430282283372168,0.5137058708542791,False,True,False,False,False,False
33d9084b,Happy lose pull.,Jason Diaz,-1.2843754505848497,-0.14496674138133922,-1.0472202868259557,3,0.0,-0.270687546858979,-1.3712755995758024,-0.8053886989774676,1.3262106514464547,1.3086255749447406,-1.4187621594115851,0.7775047693880822,-0.7077462117245612,-0.38927535454044426,False,False,False,False,False,False
eae8f2a9,Everybody production continue style.,Brenda Gonzalez,-1.5386614469209432,0.5719017599549974,1.726128160770106,8,0.0,0.27260491431346384,1.2873940418674081,0.11281676636151007,1.7132715355384405,-1.2319387587739434,-0.923490661062989,-1.3145030309434398,-0.18814509138419674,0.015509332705466002,False,False,True,False,False,False
555614c9,Media tend address.,Christine Ellison,1.4665366915965246,0.17364148143480773,0.5962454598976363,2,1.0,-1.5238352858657138,1.7466894386540297,-0.35702803615555,-1.387155422928986,0.7461173280327595,1.1028059310302456,1.189505553325773,-1.6083881536478593,0.45143130358567757,False,False,False,False,True,False
4866d9ba,State energy.,Tina Hubbard,-1.5039860837842032,-1.10079140982978,-0.2511665657567156,3,0.4,0.4214803888624793,-1.120598808406736,-0.17876406675923462,-0.9351559788559234,1.11662788320101,-0.677303991260224,1.1486765245867678,1.405298344326254,4.592690026947685,False,False,False,False,False,True
4042feb9,Lose consider.,Michael Cook,0.1373144380214902,-0.30427085278942456,-0.7390704593152821,4,0.0,-1.2283277581467908,0.9111284981035799,-0.8690691563389065,1.3732924380881861,0.8717958701685226,0.48573381546641775,1.1193181533652334,-1.6083881536478593,-0.9808837435921599,False,True,False,False,False,False
17069bcf,Accept talk economic.,Laura Fowler DVM,1.2122506952604313,1.607378484107457,0.6219246121901931,7,0.2,0.10615178177189648,-0.1750542916535826,-1.1225192869438079,0.1874161561664999,-0.17450060071934792,1.252040533632721,-1.2954180546421952,-0.11886494200548142,-1.1365701617636639,False,True,False,False,False,False
f6340b9f,Many long hospital.,Raymond Douglas,0.10263907488475023,0.33294559284286934,1.2125451149189834,0,1.0,1.0868293315439912,0.18073338501828193,1.59574035811963,0.08409804985344319,1.3105499422743256,-1.014707003276939,0.4864987330193624,-0.534545838277773,0.7628041399286857,False,True,False,False,False,False
3703f987,Everyone material.,Daniel Williams,1.4318613284597845,0.49224970425095466,0.8016786782380857,8,0.0,-1.0473987615287654,0.0233986726079029,-0.7215603470821146,-0.9729825551170623,-1.5956355228735486,-0.575265069857129,0.4728811428559545,1.6477788671517573,-0.07790251819743634,False,False,False,True,False,False
d531830e,Admit more.,Judy Richards,0.842380155135204,0.6515538156590163,0.5448871553125244,8,1.0,-0.3939512563863038,1.1728229259335992,-0.5117676689350216,-0.12724791036870184,-0.3291344131109853,-1.4265456339324802,-1.591630317885344,-0.534545838277773,-0.9186091763235582,False,False,False,False,False,True
7a63a4c9,Answer eye free.,Robert Perry,-0.9722971823541895,-0.3839229084934672,-0.8674662207780628,3,1.0,-1.2282483373500643,-1.206245835563155,0.978607870404912,-0.3419844032237613,-1.082816986868823,1.1227078231944978,-0.9789744276818042,-0.29206531545226955,0.38915673631707604,True,False,False,False,False,False
08b8f128,Sister toward site.,Cynthia Contreras,1.5012120547332644,-1.4193996326459508,0.698962069067861,9,0.0,0.12481731474602913,-0.28835585910077116,1.63848751425901,-1.639394637227965,-0.38045633088977,1.4254062768425404,1.0463834936207936,1.5438586430836845,0.8873532744658889,True,False,False,False,False,False
683b63d0,Drug minute sign.,Ryan Rivera,-1.677362899467903,-0.7821831870136331,-1.8175948556026398,6,0.0,0.743936827768217,-1.5124375693786012,-0.3311605858439074,-0.5076055155568294,1.65830372361679,0.2012333925365888,0.12935156943355158,1.5092185683943269,1.2298633944431978,False,False,False,False,False,False
f120c1aa,Trip itself.,Arthur Cantrell,-0.012945468904382858,0.7312058713630589,1.5720532470147695,3,1.0,1.336609872866141,1.7529598674354527,0.8779666216982851,1.6406590931752751,1.2107384235551193,-1.72997644768036,-0.0725720246831353,0.1582556555093795,0.6382550053914823,False,False,True,False,False,False
f0b2b156,South news.,Michael Tyler,-1.4230769031318096,0.6515538156590163,1.2895825717966523,5,1.0,0.8483202008854129,-0.7283678618336508,1.3277341751545684,1.746508050877104,0.09236535047538197,0.013803649076175128,-0.70044298573924,-0.6384660623458458,-0.264726220003241,False,False,False,False,False,True
24fe2946,Think.,Katherine Watts,0.3800419799786709,0.8905099827711442,-1.7662365510175273,9,1.0,0.12821043646961827,0.40315370030193376,1.1962587678657577,0.7029084653951634,0.7530451442735563,1.3510806075719606,-1.63734336401795,1.0588975974326778,-0.5449617727119483,False,False,False,False,False,True
92926811,Son include to.,Christine Ellison,0.36848352559975756,0.6515538156590163,0.6219246121901931,0,1.0,-0.3802219367979602,1.6876335958900248,0.019740798620949712,-0.8849066889172789,1.0810250852737444,-0.9079405449448866,1.193395808846926,-0.29206531545226955,-0.60723633998055,False,False,False,True,False,False
7ff0854b,Color example.,Ronald Bass,-0.20943919334590944,0.6515538156590163,-1.714878246432415,6,0.0,0.5760828212923297,-0.2998461538345809,-1.541725597032714,1.3225984838114708,1.5650776860238012,0.3001790993273992,-1.306997245879524,0.4007361783348828,-1.1677074453979646,False,False,False,False,False,False
8165b672,Impact another.,Steven Jenkins,-1.6311290819522497,1.1294661498832486,-0.8161079161929504,7,0.0,-0.9890227397642126,-0.8966664892927055,0.28872718649795626,-0.21394573883257603,1.7116496289700847,-0.13576308803390405,0.7137242505778985,-0.29206531545226955,-1.1677074453979646,True,False,False,False,False,False
85e15951,Would purpose blue.,Maurice Knight,-0.7064527316391829,-0.7025311313096142,1.726128160770106,3,0.0,-0.4118081028345514,-0.7508004908571039,0.6707273128673183,-0.1650552629483713,-1.2042864647998959,-0.17489439511691884,0.15065809531313562,0.36609610364552514,0.2646076017798726,False,False,False,True,False,False
6fbcb2f4,Issue draw contain.,Patrick Oneill,-1.5039860837842032,1.4480743726993954,1.649090703892438,0,1.0,-1.4680195039293547,-1.4996904818824495,0.0716435758476773,-0.07274202861389721,-1.536946222636562,-1.1013852588681206,-1.046499359827082,1.6477788671517573,1.1053142599059949,False,False,False,False,True,False
d3036a8f,Rate develop little.,Craig Sanders,0.911730881408684,0.014337370026722378,0.8889877960327769,11,0.0,-0.343627912276552,-1.2444983323292003,0.8345483346464365,-0.29687342613815276,-0.9185893080726453,-0.7668573538440544,-0.40228050721739667,1.0588975974326778,-0.264726220003241,False,False,False,True,False,False
9dc8ed2d,Choose eat prove.,Angela Newman,-0.41749137216634935,0.412597648546912,-0.27684571804927194,1,0.0,-1.6582276845537498,-0.9977048958844071,0.5919226070100456,-0.7005373251358129,-1.0693561670122806,1.0301560898667632,1.1983137430279824,1.0935376721220353,-1.1365701617636639,False,False,True,False,False,False
27e263ae,Bag truth Congress.,Katherine Watts,1.4203028740808712,0.09398942573076506,0.3445897674305867,4,0.0,1.3559124065854755,-0.9393878927040663,-0.9879984020937329,1.6726756610655968,0.3861391572911715,-0.3864275713492336,-0.4374556074875597,1.6477788671517573,-0.10903980183173693,False,False,False,True,False,False
0de4a2cd,Standard.,Dwayne Fox,0.911730881408684,-1.658355799758055,-0.4565997840971649,4,1.0,1.5028419124070378,0.04524857026091246,0.20325184520154613,-0.3291222549927254,0.10010331323835706,1.401394869344868,1.3414663278416719,-1.2966274814436407,0.6071177217571816,False,False,True,False,False,False
1cb90641,Local different.,Jaclyn Maddox,-0.12853001269351613,-0.7821831870136331,1.2125451149189834,9,1.0,-0.3511105298856811,0.35045228521656346,0.11575468531054325,1.659485798163554,0.22008081909090046,0.336343359049682,0.054517569591600167,0.9203372986752474,0.7005295726600842,False,False,True,False,False,False
cbb7dfa6,Challenge expert.,Douglas Carroll,0.703678702588244,-0.22461879708538188,-1.4067284189217417,4,1.0,-1.4806825685966105,1.5006535534471301,-1.240953648994794,0.029397361908412224,0.25111881845205275,1.251249847575278,-0.38050932134967147,0.19289573019873718,-0.5760990563462492,True,False,False,False,False,False
7d2794e4,Its art keep important.,Toni Preston,-0.6371020053657029,1.2091182055872913,-1.7405573987249712,7,1.0,-0.8379876733840045,-1.6266485597560398,-0.7353242760448582,0.24259607333939928,0.43335686282281977,0.5928008365529712,0.8303471242438476,-1.331267556132998,-0.20245165273463944,False,False,False,False,True,False
c2269a9a,Purpose scene.,Jeffrey Taylor,0.877055518271944,-0.7025311313096142,1.2125451149189834,5,0.0,1.563649570304982,-0.704091013279618,-0.2838934528478358,0.49446539097826986,0.3383532088631063,-0.1340643886989788,-0.20399618439469144,-1.435187780201071,1.2921379617117994,False,False,True,False,False,False
1a6f341b,Go simple each.,Michael Patterson,-0.6833358228813563,-1.4193996326459508,-0.09709165200137898,11,1.0,-1.6052098617534303,-0.10475709975681302,-0.3155164387586863,-1.1337601846597005,0.5032099034097484,0.23490263163216982,0.72916317222767,0.6085766264710287,0.3268821690484741,False,False,False,False,False,False
bfbc2e45,Stage lose.,Julia Carter,1.2816014215339113,0.014337370026722378,-1.5608033326770783,10,1.0,-1.2902395895511782,0.03764887252589116,0.30247089079306644,-0.06436423074073619,1.0014649651977754,-0.4275258891753364,0.677450246394175,-0.08422486731612376,-0.42041263817474506,False,False,False,False,False,False
075d1a98,They serious.,Michael Evans,-1.677362899467903,-0.8618352427176758,1.649090703892438,11,1.0,-0.9252990955562032,-1.0750713931273832,-1.0149873063179116,0.2344147607822681,-1.395016503685334,1.6795383249251856,1.5640723789487605,-0.39598553952034254,0.8873532744658889,False,False,False,True,False,False
bae1a652,Say modern.,Erin Villanueva,-0.8682710929439695,-1.658355799758055,-0.6877121547301698,4,0.0,1.268077356958577,-0.5863549337151098,-0.43592903684669154,-1.5160117283689514,0.3309429556029507,-0.09404541498547328,-1.2046194229449108,-0.7077462117245612,1.3232752453461003,False,False,False,True,False,False
d32fa0eb,Son social.,Melissa Haney,0.3106912537051909,1.4480743726993954,1.0584702011636469,7,0.2,-1.231654946117217,1.649985546678932,-0.15780550168551272,1.5496813973528727,1.7377111224602153,-1.4433477774045929,0.9346989042083742,-1.435187780201071,-0.6695109072491516,True,False,False,False,False,False
30479921,Mr defense mouth.,Cynthia Contreras,-0.09385464955677615,0.25329353713882663,-1.4067284189217417,5,0.6,-1.570226346400175,0.5741803912722396,-0.17102297510105313,-0.7086278637615887,-0.3424106311614054,0.940378916090321,0.5721318379871647,0.43537625302424043,1.1364515435402953,False,False,False,False,False,True
d0f17f5f,Management leave.,Jennifer Obrien,0.4378342518732375,1.1294661498832486,-1.689199094139859,9,0.4,0.7290396706962146,0.10151268381089164,-0.0892043259485367,-1.5650171847952665,-0.11761116944636468,1.3518372767238804,1.5761365802467038,-1.539108004269144,0.9496278417344907,False,False,False,True,False,False
475b6782,Voice it.,Justin Marsh,0.6458864306936775,1.607378484107457,1.1868659626264275,0,0.0,0.07463182262375596,-0.9668434895015927,-1.517465776450731,-0.6650874307708055,1.6671894499680455,0.19411895240211174,-0.7878668970846959,1.4745784937049693,1.1675888271745962,True,False,False,False,False,False
cf3c4f82,Inside.,Aaron Johnson,1.3971859653230445,-1.10079140982978,1.4950157901371015,9,0.0,1.3596810160338657,1.589856377006036,1.2481135222975297,-1.4061035885109523,-1.4902808751010719,-1.0021309321843228,1.5061458976534066,-0.32670539014162725,-1.105432878129363,False,False,False,False,True,False
45bfeaed,Money indeed.,Brenda Bennett,0.32224970808410425,1.607378484107457,1.1355076580413157,6,1.0,0.990046777436675,1.4719206719101587,0.3640647907730082,1.5771032295717384,-0.617040050914162,0.6698265157835962,-0.8734660852650425,-0.22278516607355442,0.8562159908315882,False,False,False,False,False,True
e06bd191,Take mean.,Gary Scott,0.41471734311541086,-0.4635749641974862,-1.7405573987249712,7,1.0,-1.6003585178366917,0.5061768826419444,0.8761213240061667,1.2143500414864887,1.069151176308904,-1.2313304115474737,-1.069471199970734,-0.7770263611032763,0.7628041399286857,False,True,False,False,False,False
c23ecfd5,Control policy evidence.,Kevin Bell V,-0.012945468904382858,1.2887702612913101,0.0826624140465138,10,1.0,-0.33272740098455317,1.3039175349762475,-1.2694732631585812,0.1280180931371106,-0.6488789405722608,0.2493679416108301,-0.33395853056691305,1.0935376721220353,0.20233303451127102,False,False,False,False,False,False
1d805e0d,Establish support cost.,Ms. Karen Miller,1.5821212353856577,-0.7025311313096142,1.3922991809668768,4,0.0,0.8929533675624587,1.4072386023494325,0.8472236024622994,1.7131480523902087,0.19270252658356984,-1.0449855972012594,-1.5972910297116771,-0.7423862864139187,1.2921379617117994,False,False,False,False,False,True
c5bd3396,A mother box.,Greg Anderson,1.2816014215339113,-0.6228790756055715,0.14942821000715995,2,0.0,-1.0445848330708796,0.3154017121932695,0.9095824581929284,1.2952297194963616,0.5810628929462256,-1.6777918578034519,-0.5266669335319237,-0.4306256142097,-1.5102175653752736,False,False,False,False,True,False
fe823480,Kid type.,Dominic Shelton,-0.7989203666704896,-1.658355799758055,0.9300744397008662,11,1.0,-0.5916856503112407,-0.29595307828894046,1.373977061450152,-0.5810100417767247,-0.331969813137105,0.5345852316879591,0.2400220469010495,-0.7077462117245612,-0.5449617727119483,False,True,False,False,False,False
15996902,Account then.,Frederick Brooks,-1.6542459907100764,-1.1804434655338227,-1.5608033326770783,3,0.6,0.9877141606206716,1.157185092361334,1.0909110311537182,-0.7619439421936234,-1.0174504382650218,1.4802387315771723,1.2194710350427618,1.6131387924623994,-1.3856684308380705,False,False,False,False,False,True
c656c8cc,Dinner TV front.,Kyle Kelly,1.7092642335537043,-1.0211393541257612,0.05698326175395782,2,1.0,1.733029204294748,0.9767407170143082,-1.557900690110001,-0.6075879939503367,1.0933758654699859,0.5405081611476639,1.5006310280131323,-0.9155866598607068,0.6693922890257832,False,False,False,False,False,False
b9ca954b,Lead pay.,Ivan Walls,0.2875743449473642,-0.9414872984217184,1.0584702011636469,9,0.0,0.7728783287361578,0.471873295938715,-0.09049957430585324,-1.390387414020586,-0.6284598714406836,0.7054755627884864,0.3704694031338855,-0.18814509138419674,0.7628041399286857,False,False,False,False,False,True
1c661d03,Candidate dark.,Amy Moss,-1.642687536331163,-1.0211393541257612,-0.5593163932673891,2,0.4,0.7780181163950857,-1.1921888215357495,0.36904099834923254,1.09819830405692,-1.3370199745064684,0.5531156503910135,-0.9343128019603205,1.301378120258181,0.8873532744658889,False,False,False,True,False,False
e99ddb7d,Benefit focus history.,Maria Andrews,-1.5039860837842032,0.5719017599549974,-1.458086723506854,7,1.0,1.3880523496038804,0.7105760286128275,1.4459402323907045,-0.8935687302611481,0.31090950823791835,-0.9197675733295378,-0.11614152984854986,0.5392964770923134,0.7628041399286857,False,False,True,False,False,False
fcd7622d,Of wonder.,Jessica Fritz,0.6227695219358508,1.607378484107457,0.005624957168845888,6,1.0,0.15894480559905144,0.7008076257457336,0.49285550181132987,-0.6672274050675301,-1.2055467246204346,-1.1819850509604113,0.6289492403327216,-1.0195068839287795,-1.0431583108607614,False,False,False,False,False,True
f1ae8f06,Your interest about.,James Garner,0.6805617938304174,-0.7821831870136331,0.26241648009440716,7,1.0,0.04295542193858818,0.6613352072258223,-0.1462940788443042,-1.2599479000189917,1.371696194021807,0.46655278352945284,0.25003089087918595,0.33145602895616744,-0.14017708546603788,False,False,False,False,True,False
7e4b0cbd,Power garden land oil.,Hannah Cole MD,0.44939270625215083,0.9701620384751632,-0.3538831749269402,4,1.0,1.6466458608470398,-0.43157653755766323,-0.76455446798042,1.0857360714128386,0.6647783680445289,1.6363554355754086,1.4922366231178805,0.5046564024029557,0.9184905581001898,False,True,False,False,False,False
0bd5526e,Resource defense.,Patrick Oneill,1.0504323339556438,0.7312058713630589,0.7759995259455297,10,1.0,1.263330631035038,-0.6064774396805703,1.421431155434471,-1.1710388881170524,0.8008202388844754,-0.5322283453966354,1.2892582169113256,-0.32670539014162725,-0.7629227581520541,False,False,False,False,False,False
5ed93e89,Listen you.,Melinda Bowen,0.41471734311541086,-0.4635749641974862,-0.8417870684855068,10,0.0,1.456330363906292,1.840438283541855,1.6892090606767236,0.6841029926544893,-1.3992109752053734,-0.10136772204752563,1.2612633005455052,-1.435187780201071,-0.32700078727184273,False,True,False,False,False,False
7a8928e4,Fish find.,Carmen Russell,-1.5155445381631165,-1.2600955212378653,1.3922991809668768,5,0.0,-0.029361025838749673,1.2175905074992468,-1.6267152944428076,-0.12341906365977784,-0.15614232441458323,-1.3313054345181496,-0.5672924615461956,-0.6731061370352035,0.2646076017798726,False,False,False,False,False,True
c3397bf3,Position too.,Nancy Allen,-1.5039860837842032,-1.5787037440540124,-0.2511665657567156,1,0.0,1.101456266877225,-0.26520141996603597,0.543585032848362,0.8875901221037308,-0.6219153532220065,0.3322179300946942,-0.8793269061373636,-0.811666435792634,-1.0120210272264605,False,True,False,False,False,False
c93de19c,Research cover.,Michael Patterson,1.593679689764571,-0.8618352427176758,-1.4067284189217417,11,0.4,-1.549663510703668,1.5945647859752385,-1.5672855984544163,-1.442737930392331,-0.9564596914546256,-1.4412914254060352,-1.070692204319134,0.19289573019873718,0.9496278417344907,False,False,False,False,False,False
3ae26afb,Ahead read soon.,Sean Wilson,-0.405932917787436,0.49224970425095466,-0.6877121547301698,9,0.0,-0.05721590089894137,-0.6376518071964841,1.251810057896446,-0.9520783717763219,-0.6293531170429312,0.6316083372358732,-0.5680861143726558,-0.9155866598607068,1.0430396926373928,False,False,False,False,False,True
e8f7112d,Sense system project.,Jason Hahn,-1.6889213538468164,1.3684223169953529,-0.48227893638972086,7,0.0,1.0462749776209082,1.3363716115590532,1.3868068389704855,1.6489941730888935,-0.1362918379726835,1.5288510671118924,1.5652832082609238,1.232097970879466,0.5759804381228807,False,False,False,False,False,False
f6703610,Whom important away.,Michael Patterson,-0.24411455648264943,0.17364148143480773,1.1355076580413157,7,0.6,1.3195893650790713,-0.6053054851807869,-0.8438695270968093,-1.1418212817699736,-1.3431661257050749,-0.5250615734080113,-0.8284110248090744,-1.2966274814436407,-0.9808837435921599,False,False,True,False,False,False
5fa73819,Business action region.,Ryan Rivera,0.46095116063106417,-0.7025311313096142,-1.458086723506854,11,1.0,0.2923830636626289,-1.1313210130994515,-0.17647262554151383,-1.3279861587377129,0.40701871588691146,-1.1191915710886053,1.3849612160746845,-1.5737480789585017,-1.6036294162781761,False,False,False,False,True,False
c82156b9,In compare whatever.,John Soto,-0.24411455648264943,-1.5787037440540124,-0.8674662207780628,1,0.0,1.7435774024790422,-1.3559689814952118,0.6148218257269091,-0.8511112724343493,0.3591365122789881,1.6260936134845452,-0.6361706735109505,0.19289573019873718,1.1675888271745962,False,False,False,False,False,True
99840edf,Guy population.,Andrea Smith,1.2584845127760846,-1.10079140982978,0.8016786782380857,7,1.0,-0.041089943411417966,0.6991379486225148,1.071152436662167,-1.4713381386115927,-0.004687923321643437,0.421633093229308,1.4601750839361378,1.1628178215007507,1.3232752453461003,False,True,False,False,False,False
2cba4dfb,School evening once man.,Jeffrey Taylor,0.807704791998464,-1.1804434655338227,1.0584702011636469,7,1.0,-0.5232308703224854,-0.494690112091513,1.5275630166563574,1.1544759479089002,1.191070602997593,-1.715404526713605,0.6463112438312237,0.7817769999178167,-1.5413548490095745,False,False,False,False,False,False
e180304b,President movie detail.,Donna Williams,0.05640525736909692,-0.7025311313096142,1.0584702011636469,9,0.0,1.6051391028346829,1.3935239229872853,-0.46796441817427303,1.469288443849768,-0.137698757767226,-0.5059513930583697,-1.1611007929606796,-0.9155866598607068,1.261000678077499,False,False,True,False,False,False
46ab2972,Authority personal see.,Jennifer Cox,-0.7526865491548362,-0.4635749641974862,1.70044900847755,8,0.0,0.3683420976104342,-0.9601655086885497,1.3988697887893153,-0.6415071271511521,1.4627539864905026,-1.4384670015091456,1.534486765251274,-0.6731061370352035,-0.07790251819743634,False,False,False,False,False,False
83931571,Bill tell.,Kimberly Osborn,-0.24411455648264943,-0.0653146856773203,0.7759995259455297,0,0.0,-0.020461125605978993,-0.7171713487540474,-0.9605714251394645,0.4087939503596801,-0.6908119998949235,-1.2685475973184692,1.02715267513349,-1.1234271079968525,-0.6695109072491516,False,False,False,False,True,False
eb05869c,Step occur.,Aaron Johnson,-1.053206363006583,0.7312058713630589,-0.5593163932673891,4,0.0,1.3037209587970855,1.352568441759269,-0.8664944269549069,-0.5077214756213714,0.20831509637210324,-0.5905765206746673,0.4391610727676349,-1.1580671826862101,0.8873532744658889,False,False,False,False,False,False
fbbe2d6c,Group sell individual.,Dominic Shelton,0.36848352559975756,-1.2600955212378653,0.03130410946140186,4,0.0,-1.2340086985168237,-0.4649760321526718,-0.08504821393995712,-0.12671279578660163,0.7769675372470376,1.5260597083748388,0.8629513320248788,0.2968159542668102,-0.7317854745177533,False,False,True,False,False,False
9ff1ec94,Show job.,Patrick Oneill,0.8886139726508573,1.3684223169953529,-1.0215411345333998,7,0.0,-0.0050488397275958476,-0.24988558995655716,1.319615452371186,0.06042618941342118,1.736710031223866,0.7761218903374736,-0.4260222584362898,0.7124968505391014,-1.3545311472037695,False,False,False,False,True,False
f3fe6b31,Somebody resource value.,Jill Jones,0.2182236186738843,0.7312058713630589,0.21105817550929443,9,1.0,-0.10060141657814566,-1.2784945644639139,0.5424565498741536,0.1639075164730447,-0.16196531663670588,-1.0734799462877038,-1.4529004821558598,0.36609610364552514,-0.2335889363689402,False,False,True,False,False,False
